question1,question2,is_duplicate
좋아하는 여자한테 관심 없는 척 하고 있어.,좋아하는 여자한테 관심 없는 척 하고 있어.,1
수영장 같이 가려고 해,같이 수영장 가기로 했어,1
헤어진게 잘한걸까,헤어진지 12일째인데.,0
여자친구와 여행가는게 부담스러움.,여자친구와 여행가는게 부담스러움.,1
이별을 배워가는,이별을 하고야 후회를 하네,0
내 마음을 보여주는 게 어려워,내가 누굴 좋아하는지 헷갈리면 이상해?,0
위험한 사랑 해도 될까?,위험한 사랑 해도 될까?,1
헤어진지 2개월차 잊혀지질 않네.,헤어진진 거의 1년,0
소개팅 앱에서 만난 사람 좋아하게 되었는데 괜찮은 사람일까요.,소개팅 앱에서 만난 사람 좋아해도 괜찮을까요.,1
퇴근시간 왜케 안 오냐,퇴근시간만 기다려,1
마음이 꽉막힌듯해요,마음이 더이상 커지지 않았으면 좋겠어,0
리치치즈피자 먹고 싶다.,피자 먹고 싶어,1
의자 너무 불편해,의자가 불편해,1
왜 못잊는거야 대체왜!,왜 자꾸 내 마음속에 나타나니?,0
주차장이 꽉 찼어,죽는게 더 편할려나,0
어떻게 심쿵하게 하지?,심쿵하게 하려면 어떻해야 하지?,1
헤어지신 남자분들이나 여자분들,헤어지자는 말 듣게 됐네.,0
썸타던 여자가 갑자기 돌아섰어,썸타던 여자가 갑자기 돌아섰어,1
행복해하는 널보며,헛웃음만 나오네,0
휴대폰 초기화 해야돼,폰 초기화 해야지,1
왜 남자친구 있는 여자를 내 마음을 흔들지?,왜 이별은 익숙해지지가 않을까,0
화해 어떻게 해,어떻게 화해하지,1
안나가고 뒹굴거리고 싶어,아무것도 안하고 집에서 뒹굴거리고 싶어,1
나의 기억은 또 다시 시간을 걷는다.,나하긴 싫고 남주긴 아깝다는 심리인가,0
하늘 좀 보구 싶다.,하늘 본지가 언젠지,1
진짜 좋아하는 애가 생겼으면 좋겠어.,진짜 좋아하는 애가 생겼으면 좋겠어.,1
아무것도 하기 싫어,아무리 생각 안하려 해도,0
썸남이 술 취한 상태로 고백함. 기억할까?,썸남이 술 취해서 고백함. 기억할까?,1
물배달 시켜야겠다.,물 주문해야지,1
친구 결혼 준비하는 거 보니까 나도 하고 싶어진다,친구 결혼 준비하는 거 보니까 나도 하고 싶어진다,1
너무너무너무 힘드네,너에게 보냈던 마지막 카톡.,0
뒤에 누가 따라 오는 것 같아 무서워,뒤에서 발자국 소리 나서 놀램,1
집착? 미련? 사랑?,짝남 잊으려구,0
썸인데 떠보는 거 같아요,썸인데 떠보는 거 같아요,1
대리효도 짜증,대리효도 극혐,1
좋아하는데 이전과 다를게 없을까봐 말을 못하겠음.,좋아하는데 이전과 다를게 없을까봐 말을 못하겠음.,1
첫사랑 보고 싶어,첫사랑 보고 싶어,1
짝녀가 단톡에선 답장하고 갠톡은 답장 안해.,짝녀가 단톡에선 답장하고 갠톡은 답장 안해.,1
오늘은 샐러드만 먹어야지,샐러드 먹어야지,1
부모님께 보여드리고 싶은 사람 있어,부모님께 보여드리고 싶어,1
좋아하는 사람이 부담스러워할까봐 친구들 여럿이서 보는데.,좋아하는 사람이 외국인인데 날 부담스러워하진 않을까?,0
옷 사 줘,옷 좀 사줘,1
남자친구랑 말이 안 통해,요즘 남자친구랑 말이 안 통해,1
짝녀랑 갑자기 어색해졌습니다.,짝녀랑 갑자기 어색해졌습니다.,1
눈물이 말랐는지 슬퍼도 감정이안나오네,니가 독한거니 내가 찌질한거니,0
반 배정 내가 원하는 대로 될까,반 배정 좀 잘 됐으면 좋겠다,1
컴터가 안돼,컴터 고장났나봐,1
연인인데 정치견해가 달라,연인인데 정치적인 견해가 달라,1
최근에 헤어진 짝남한테 연락하면 주변에서 욕할까?,최근에 헤어진 짝남한테 연락하면 주변에서 욕할까?,1
상견례는 어디서 해?,상견례는 보통 어디서 해?,1
연애의 끝은 결혼인거야?,연애의 끝은 결혼인거야?,1
단체생활 많이 힘든가,단체생활 힘들어,1
코골이 너무 시끄러워,코골이 어떻게 고쳐?,1
남자친구가 첫사랑이야,지금 남자친구가 첫사랑이야,1
답하기 싫은가봐,답이 안와,1
연차 내고 누워만 있네,오늘 6년이란 시간을 정리했습니다.,0
마침표.,만나러 왔습니다,0
왜 이렇게 태어났을까?,나는 왜 이렇게 태어났을까?,1
제가 먼저 고백해도 될까요?,제가 좋아하는 남자가 저를 짝사랑한대요.,0
남자친구의 말 뜻,낭만이라고는 없어가지구,0
소개해 준다는 사람도 없어,소개팅이 왜 안 들어올까,1
지난 갑작스러운 이별통보,지워지지 않습니다.,0
복전하고 싶어,복수전공하고 싶어,1
사랑해보고싶어,나도 사랑이란거 해보고 싶어,1
놀이공원 알바하면 재밌겠지,놀이공원 알바 재밌대,1
썸남이 같이 운동하자는데 가능?,썸남이 같이 운동하자는데?,1
지금이라도 중국어 공부할까?,중국어 공부할까?,1
이건 이별을 준비해야 하는건가??,이게 잠수이별인가???,0
분위기 있는 데서 데이트하고 싶어,분위기 좋은 곳에서 데이트하고 싶어,1
썸 타는 남자애가 연락 오는 꿈 뭘까,썸 타는 남자애가 연락 오는 꿈 뭘까,1
일일일팩,오늘 팩 하고 자야지,1
용돈 인상해 달라고 말할까,용돈 올려줬으면,1
화를 못 참겠어,순간의 화를 못 참겠어,1
배에서 꾸룩꾸룩 소리 남,배에서 소리 남,1
좋아하는 애 피하는 중임.,좋아하는 애 피하는 방법 조언 좀.,0
자면 안되는데 또 잤어,아침에 일어났다가 또 잤어,1
의미부여,이 글을 끝으로 잊고 싶어,0
다정했던 너는 이미 죽었다.,답답하네. 재회 하고 싶어,0
친구들한테 인정받을 수 있을까,나 친구들한테 인정받고 싶어,1
짝사랑 힘들어,짝사랑 힘들어,1
이직 성공할 수 있을까,이직해도 될까,1
좋아하는 애랑 카톡하면,좋아하는 애랑 카톡하면,1
머리 또 잘라야 돼,머리가 너무 빨리 자라,1
정말로 헤어졌네,정신병 걸릴 것 같네,0
사귀면서도 좋아하는 감정을 잘 못느끼는데 문제 있는 건가요?,사귀긴 하는데 좋은지 모르겠으면 문제 있는 건가요?,1
시계를 돌려받고 싶은데.,신혼여행 가서 돌아오기 싫다,0
너무 편해도 안 좋아,너무 편해진 거 같아,1
사과해야 하나?,사람과의 이별은 아니구,0
니가 생각나긴나,결국 이렇게 되는건가,0
선생님이 좋아,선생님 좋아해,1
어릴땐 누군가를 참 쉽게 좋아했는데 지금은 어려워.,어릴땐 누군가를 참 쉽게 좋아했는데 지금은 어려워.,1
헤어진지 9일째 이제 익숙해졌어 괜찮아졌고,헤어진지 딱 3주째,0
헤어진지는 좀 오래 됐어.,헤어진후 4일짼데 하 생각보다 진짜 힘드네,0
사랑하면 마냥 좋은 건 아닌 거 같아,사랑한다고 다 좋은 건 아닌 거 같아,1
편안하게 보자는 말,포기해야하는걸 알면서도 난 왜이러니.,0
단체생활 해야 되는거 싫다,단체생활 적응이 안돼,1
사랑이 날 힘들게 해,사랑하는 사람이 날 힘들게 해,1
왜 답장을 안하지,왜 카톡 답장을 안하지,1
행복해야 돼,허허 모든 것을 다 줬는데,0
신발 선물 받았어,새 신발 선물 받았다,1
썸 타는데 원래 이렇게 적극적이야?,썸 타는데 원래 이렇게 적극적이야?,1
짝남이 정말 친절한데 모두에게 그럴까?,짝남이 정말 친절한데 모두에게 그럴까?,1
뭐 한두번도 아니지만,뭘해도,0
멋있게 잊어 주자,며칠 참다가 오늘 저녁에 또 터졌네,0
오늘도 그냥 그냥 다갔네.,오늘도 그냥 그냥,1
여사친이 좋아진 것 같애.,여사친이 좋아졌어.,1
샤워하는데 창문 밖에서 소리나서 개쫄음,샤워하는데 밖에서 소리나서 쫄았어,1
여자친구가 변해가는거 같아.,여자친구가 변해가는거 같아.,1
그 사람이 나 좋아해줬으면 좋겠다,내가 좋아하는 사람이 나 좋아해줬으면 좋겠다,1
그 사람이 나를 좋아하는 줄 알았는데.,그녀가 내 연락을 부담스러워할까?,0
남자친구와 호칭을 뭘 쓰는지.,남친 멀어진 것 같아,0
단발 어울릴까?,단발 해볼까?,1
왜 싸웠는지도 기억 안나,싸운 이유도 기억 안나,1
위로 받을 곳이 필요해,위안이 됩니다,0
나한테 배려해줘서 나도 해주고 싶어,배려해줘서 나도 그러고 싶어,1
다시 힘들어지네 ㅠㅠ,다 잊은것 같다가도 생각나,0
착하다고 오히려 무시하는 것 같아,착한 사람을 괴롭히는 세상,1
결국 놓아줬네,결국 또 무너졌습니다.,0
사귀자는 말 아니면 썸인가,사귀자는 건가 아니면 썸인가,1
이제 진짜 끝났어 슬퍼,이제 헤어진지 딱 한달,0
걷자고 꼬셔,게임 아이템 지르는 남친,0
남친이 SNS에 내 사진에 안 올려,남친 SNS에 내 사진 없어,1
맘 떠난 사람이랑 계속 사귀기?,나한테 마음 떠난 사람이랑 계속 사귀기?,1
왜 성적이 안오를까?,공부방법이 잘못된걸까?,1
썸 타는데 고민 있어.,썸 타는 중인데 고민 있어.,1
사귀고 나서 환장이 깨졌어,사귀니까 오히려 환장이 깨졌어,1
자꾸 왜 사랑이 식었는지 물어보고 싶어,자다가 이런 적은 처음이네,0
짝녀의 전 남친이 나탔났음.,짝녀의 전 남친이 나탔났음.,1
좋아하는 애가 여친 사귈 마음이 없대.,좋아하는 애가 여친 사귈 마음이 없대.,1
웃을 줄 알았지,웃을 줄 알았지,1
다른 사람들은 잘하는것 같아서 초초해,나만 제자리인듯,1
낚시 안 해봤는데 재미있어 보인다,낚시 안 해봤는데,1
오늘도 사랑해,사랑해,1
억울한 현실,언제쯤 괜찮아지려나,0
꿈에서 썸 타는 여자애가 나와,썸 타는 여자애가 꿈에 나왔어,1
인강 듣는데 자꾸 딴짓하게돼,인강 듣는데 집중이 안돼,1
이상한나의취미.이별을세는것.,이용만 당했던건가,0
좋아하는 사람이랑 친구 가능해?,좋아하는 사람이랑 친구 가능해?,1
그녀도 나를 좋아했으면 좋겠는데.,나 좀 좋아해 주면 좋겠다.,1
왜 상대는 아무렇지 않은 것 같지?,왜 차단이 안되있을까??,0
어제 헤어진 여친 학교 다녀 왔어.,어젯밤 꿈에나타났습니다,0
성공할 수 있을까,잘 살고 싶어,1
매주 수요일 그녀를 만날 수 있어.,매주 수요일 그녀를 만나.,1
조급하고 초초하다,자꾸 조급해져,1
추억. 그 미칠듯한 그리움.,출근시간 아깝다,0
천재 같아,너 만든 사람 최소 천재,1
기분 나쁜 농담을 계속하고 있어,나는 기분 나쁜데 농담이라고 계속해,1
썸 탈 때 무슨 말하지,썸 탈 때 무슨 말해도 어색해,1
몇 반 될지 궁금해,반 배정 잘 될까?,1
진정 사랑에 대해 배워가는중입니다,진정 사랑에 대해 배워가는중입니다,1
남자친구랑 카페가면 무슨 얘기하지?,남자친구의 유머코드가 너무 안 맞아.,0
"아무리 힘들어도, 밥은 먹히더라구",아직 준비가 안됐는데.,0
과외비 비싸?,과외비 부담되겠지?,1
백조됐어,나 백수야,1
오늘따라 보고싶다.,오늘부터 내려놓기로 했습니다.,0
짝남 보란듯이 잊어주겠어.,짝남 못 잊겠어.,0
썸남한테 책 선물해도 괜찮을까?,썸남한테 책 선물해도 괜찮을까?,1
내가 최대한 잘해줘도 불만이 많아,나는 잘한다고 잘해줘도 불만이 많아,1
비가오면 생각나는 노래,비오는데 우산 챙겨 갔는지 모르겠네,0
남자친구가 진짜 잘 챙겨줘,남자친구가 잘 챙겨줘서 고마워,1
휴대폰 켜면서 기대하는 것 좀 그만하고 싶네,흑역사 제조 완료,0
뭐할까?,뭐하고 놀지,1
이별후에,이시간들 어찌보내야할까.,0
오늘 짝녀 만나기로 했는데 옷이 없네.,오늘 짝녀 만나기로 했는데 옷이 없네.,1
돈 없어 투잡이라도 해야할까 ,투잡 뛰어야 하나?,1
좋아하는 여자 생겼는데 호감 표시하려면 어떻게 해야 해?,좋아하는 애한테 페메 해볼까.,0
다시 만나자면 만나줄까,다시 붙잡고 싶은데 돌아올까.,0
공부하기 싫어,공부하기 싫은 날,1
오늘은 집에 있고 싶어,아무 데도 안 나가고 집에 있고 싶다,1
사랑해라고 왜 말 안하지,왜 사랑한다고 말 안하지,1
재밌는 거 뭐 없나,재밌는 일이 없어,1
눈물 나올거 같아,눈물 나올라 그래,1
생각보다 오늘 너무 춥네,오늘 생각보다 춥네,1
썸인데 영화보재 뭐 보지?,썸인데 영화 뭐 보지?,1
환승당했다는 여자입니다.,환승하는 년놈들,0
나 좀 봐줬으면 좋겠어,나 좀 좋아해 주지,1
생각없이 말했어,내가 너무 생각없이 말했어,1
재회하면 또 그렇겠지,저 잘 잊을 수 있겠죠?,0
사업 구상,사업 구상하고 있어,1
나보다 2살 어린 남자를 좋아하는게 비정상이야?,나이가 어린데 연애를 해도 될까?,0
이별후 2주반이 지난시점,이별후 너무 외로워ㅠ,0
오늘 다 끝냈습니다.,오늘 마지막 연락했습니다,0
임신했어,임신이면 어떡하지,1
사랑으로 가능한 것?,사랑으로 뭐가 가능해,0
부모님 반대로 헤어졌습니다,불금에 혼자 혼술,0
답답한 마음만 드는 내 사랑,오랜 연애 끈을 놓을까?,0
그녀도 나를 좋아하는 줄 알았는데 아닌가봐.,나를 좋아하는 줄 알았는데.,1
보조 배터리 안 가지고 왔다,충전기 안 가지고 왔다,1
오늘 집앞까지 찾아 갔는데,오늘 헤어졌습니다.,0
에라이!!!,에휴.,0
짝사랑 하는 사람이 너무 잘나서 내가 작아보여.,짝사랑 하는 사람이 너무 잘나서 내가 작아보여.,1
짝남한테 고백했는데 내가 싫지는 않은데 못 사귀겠대.,짝남한테 고백했는데 내가 싫지는 않은데 못 사귀겠대.,1
책상 리폼할거야,싱크대 리폼할거야,0
홧김에 짝남한테 고백했다.,홧김에 고백했다.,1
사랑이 싹 트고 있어,조금씩 마음 속에 사랑이 싹 트고 있어,1
문열다 옆차랑 부딪혔어.,문콕한듯,1
짝사랑이 이뤄지지 않을 것 같은데 계속 좋아해도 될까?,짝사랑하는 남자는 내가 싫은가봐.,0
한 번 보고 어떻게 판단하지,첫인상은 뭘로 판단할까,1
반지 호수 물어볼까,반지 호수 모르는데,1
사랑이 뭔지 넌 알아?,넌 사랑이 뭔지 알아?,1
비 맞아서 옷 젖었어,옷이 다 젖었어,1
헤어진 지 이틀됐네. 붙잡으면 안되겠죠?.,헤어진것인가 아닌것인가,0
반가워요 반갑구만,반가워,1
여자친구 소개 시켜줬어.,친구를 소개 시켜줬어.,0
오늘 따라 그 친구가 좀 보고싶네,오늘 무너졌어.,0
아픈 첫사랑,아휴~ 싱숭생숭한 하루,0
여친 있는 짝남이랑 연락을 해도 될까?,오래 연락 안했는데 연락을 해도 될까?1,0
썸 타고 있는데 주변에 말해?,썸 타고 있는데 주변에 말해도 돼?,1
뭐 하는 중?,뭐 해?,1
결혼 전에 준비할 게 많겠지?,결혼 준비하면서 못 보던 모습을 보게 돼,0
짝녀가 나를 좋아하는 애의 절친이야.,짝녀가 나를 좋아하는 애의 절친이야.,1
그 시절엔 다 그랬지,그땐 그랬지,1
한이 쌓여,할수 있습니다,0
남자가 더 사랑해서 한 결혼,남편이 더 사랑해서 한 결혼,1
이별 사유가 내 맘에 안들어,이별 이야기 하나,0
도시락 싸는 거 귀찮은데 사먹을까,점심 도시락 싸는 거 귀찮다,1
짝사랑 포기하는 것도 힘드네.,짝사랑 포기하는 것도 힘드네.,1
미세먼지가 너무 많아. 하늘이 뿌옇다.,미세먼지가 너무 많아,1
누군가를 좋아하는게 두려워.,누군가를 좋아하는게 두려워.,1
짜증만땅,짜증난다,1
블루투스 이어폰 편하겠지,블루투스 이어폰 살까,1
레시피대로 했는데 왜 맛이 없지?,레시피대로 한 거 같은데 왜 맛이 없지?,1
공연 보고 싶어,공연 보러 가고 싶어,1
막차 놓쳤어,버스 끊겼다,1
친구랑 술 한잔 기울이고 들어왔습니다.,카톡사진을 보니 눈물이 나네,0
썸남이 오디션 나간대,썸남이 등산 간대,0
파도가 잔잔하네,오늘은 파도가 잔잔하네,1
핸드폰 패턴 궁금해,패턴 풀어볼까,0
짝사랑 하는 여자한테 고백한다? 안한다?,짝사랑 하는 여자한테 고백한다? 안한다?,1
너의 향기를 지우려.,넌 그냥 외로움을 달래기 위한 거였겠지.,0
혼자가 되면 견디기 힘듭니다.,화장실!!,0
회식 했으면 좋겠다.,오늘 회식 안하나,1
동거하는 거 부모님이 알게 되셨어,우리 동거하는 거 부모님이 알게 되셨어,1
좋아하는 사람 앞에서 표정 관리 안되는 거 어떡해?,좋아하는 사람 앞에서 표정 관리 안되는 거 어떡해?,1
죽을 때까지 함께하고 싶은 사람이 생겼어,죽을 때까지 함께하고 싶다,1
막차 놓쳤다 택시비 아까워,막차 놓쳤다,1
가족들 보고 싶어,엄마 보고 싶어,1
우린 운명이었어,우린 운명이었어,1
헤어진사람에게 잊는동안 도움은 못받겠죠?,헤어진지 1년,0
부모님 말 안듣고 반항했어,부모님한테 반항했어,1
냄새 나면 어쩌지?,나한테 냄새 나면 어쩌지?,1
한 여자와 한 남자의 이야기.,한달!! 하고 일주일,0
역시 이불밖은 위험해,이불밖은 위험해,1
좋아하는 사람이랑 벚꽃구경 가고 싶어.,같이 벚꽃구경 가고 싶은 사람 있어.,1
돈 벌고 싶어,나도 월급 필요해,1
남자들은 여자가 본인 좋아하는거 눈치 못 채나?,남자친구 만들고 싶어,0
가슴이 허락하질 않네.,간단하게 사랑이라는건.,0
영화볼때 너무 목소리가 큰 남자친구가 고민,영화볼때 너무 목소리가 큰 남자친구가 고민,1
사랑하면 예뻐지나봐,사랑하면 예뻐지나봐,1
방안 가득한 그녀의 흔적,벌 받는 중입니다.,0
대기업 취직 어려울까,대기업에 취직하고 싶어,1
갑자기 심장이 덜컹.,갑작스러운 이별에 가슴이 무너져,1
감정싸움 그만하고 싶어,자꾸 싸우게 돼,1
신혼인데 엄청 싸워,신혼인데 엄청 싸워,1
어떻게 헤어져야 할지 모르겠어,어이 없는 헤어짐,0
와인 콜?,와인 한 잔 할까,1
썸 타는 사람 생일선물 오바인가?,썸 타는 사람 생선 준비 오바임?,1
나 이제 졸업해,드디어 졸업한다,1
재밌는거 해 줘,놀아줘,1
2년여의 만남,2년 동안 사궜어,1
좋아하는 사람 생겼으면 좋겠어.,좋아하는 사람 생겼으면.,1
여자친구 요구가 심해져,여자친구 요구가 심해져,1
비혼주의자인데 만나도 될까?,비혼주의라는데 사귀어도 될까,1
요리 재밌어,요리하는게 재밌어,1
지금 연락 왔어,지나가는 말이 가슴을 후벼파,0
우리 집에도 고양이 있으면 좋겠다.,고양이 키우고 싶어,1
선물 주세요,선물받고 싶어,1
짝남이랑 만나기로 했는데 뭐 할지 추천 좀.,짝남이 학교에서 평이 안 좋아.,0
내 편이라고는 하나도 없는 거 같아,내 편이 없는 거 같아,1
읽씹은 아프네,잊고싶어도 잊질못하네,0
여자친구가 전화를 안해,여자친구가 전화하는 걸 안 좋아해,1
커피 말고 딴 거 마실거 없나,커피 말고 뭐 마시지,1
전남친 마주쳤어,전남친이 만나자고 합니다.,0
말을 안하는 연애,거의 말을 안하는 데이트,1
사랑의 끝은 뭘까?,사랑하고 이제 결혼해,0
혼자 술 마실만한 장소 없을까?,혼자 잘 살 수 있을까?,0
지금 가장 힘든 거는,지금도 전하지 못하는 한 마디,0
맞추려고 노력하는데 힘들어,맞추려고 노력하는데 잘 안된다,1
사랑 끝난 거 같은데 잡으면 돌아올까?,돌아서는 사람 잡으면 돌아올까?,1
월요일도 아닌데 차가 너무 많아.,월요일도 아닌데 길이 너무 막혀,1
매일 아침 정류장에서 마주치는 여자애한테 눈이 가.,아침마다 버스 정류장에서 마주치는 여자애한테 눈이 가.,1
공부 좀 더 할 걸,어렸을 때 공부 좀 할 걸,1
3년 사겼어,3년째 연애 중,1
소개팅 어색할까봐 안해봤는데,소개팅 안해봤는데,1
사는게 날 너무 지치게 해,삶에 지쳤어,1
할 말 있대 뭘까?,나한테 할 말 있대 뭘까?,1
남자친구에게 고민이나 속사정을 어디까지 얘기해?,남자친구의 학력이 너무 높아서 내가 부족해 보임,0
가족들이랑 서먹해졌어,가족들이랑 서먹해,1
그냥 친구하자네,그녀 생각에,0
학교 다니는 것도 힘드네,통학 힘들다,1
계속 그 사람 생각만 해.,고마워.,0
저만 힘든 것 같아요,전 병신인가봅니다.,0
스키 첨 타 봤어.,스키 처음 타 봐!,1
갈수록 힘이 드네,감정조절이 안되서 문자 보냈네,0
사귀는 사이인데 '야'라고 해. 기분 나쁜데 어떡해?,친하다고 '야'라고 하면 기분 나뻐,1
나만 힘든것같아,나쁜 사람 잊는방법,0
밤만 되면 미치겟네.,밥먹기 참 힘드네,0
주체할수 없는 눈물이 흐르네.,죽을 것 같아,0
셀카 잘 찍어서 올리고 싶다.,셀카 잘 찍는 방법,1
백만번쯤 들을 때 즈음이면 웃으며 다가올까,벌써 1주일째,0
우린 운명인줄 알았는데,우린 운명인줄 알았는데,1
진담을 농담처럼 하는 사람,농담처럼 진담하는 사람,1
헤어지는게 맞는걸까?,헤어지자 말한 사람도 힘들까?,0
돈이라도 많으면 좋을텐데,돈 많으면 좋겠지?,1
비가오니 그런가,비 오네,1
재회후 또 이별,저는 이별하면 남자만 힘든 줄 알았어요.,0
오늘도 꾸준히 회사 가시 싫다.,회사 가기 시러,1
손가락이 원망스럽네ㅜㅜ,수신차단의 의미,0
나를 사랑하지 않는다네,나만 구질하게.ㅜㅜ,0
얼마만큼 사랑을 받으셨나??,에이구 이제 그만 돌아와.,0
신경쓰지 말아줄래 라고 하네,심난하네,0
남자친구가 데이트 통장을 제안하는데 어떻게 생각해?,남자친구가 데이트 통장을 제안하는데 어떻게 생각해?,1
회사에서 인정받는 방법,나 회사에서 인정받고 싶어,1
고백합니다,저 오늘 고백할 겁니다.,1
억지로 붙였던 깨어진 도자기의 결말,언제쯤 무뎌질까,0
오빠 최고라고 해주던 너,올릴까 말까 하다가 조언을 얻고자 올려봅니다.,0
반지 선물 뭘로 할까?,반지 뭘로 선물할까?,1
도서관 가서 공부해야지,도서관 가야지,1
너무 빨리 대답해,대답이 너무 빨라,1
이별은 결국엔 가치의 문제네.,이별은 아니나 고민이 있습니다.,0
걸핏하면 차단하는 놈,견디기가 너무 힘드네,0
업무 끝내고 집 갈 수 있을까,업무가 쌓여있어,1
아빠가 담배 끊었으면 좋겠어,아빠가 담배 그만 피웠으면,1
남자후폭풍,낮에는 그나마 괜찮은데,0
누가 날 좋아하는 걸 알면 어떤 생각이 들어?,누가 날 좋아하는 걸 알면 어떤 생각이 들어?,1
내가 이래뵈도 괜찮은 사람인데,나도 괜찮은 사람인데,1
썸인가? 애매한 거 싫어.,썸인가? 애매한 거 싫어.,1
내려 놓으렵니다,내일 그녀 생일이네,0
라면 먹어야겠다.,라면 먹고 싶어,1
내 이상형도 아닌데 그 여자를 왜 좋아하는지 모르겠어.,내가 생각하는 만큼 걔도 날 생각할까?,0
썸 끝내고 싶어,썸타는 거 같아서 싫어,1
이별 2일째.,이별 6개월후,0
여자친구가 너무 무뚝뚝해,여자친구가 너무 무뚝뚝해,1
좋아하는 사람에 대한 예의가 없는 것 같아.,좋아하는 사람을 원망하게 될 것 같아.,0
좋아하는 사람이 있는데 자괴감 들어.,좋아하는 사람이 있는데 자괴감 들어.,1
내가 좋아하는지 그 애가 아예 몰라.,내가 좋아하는지도 몰라.,1
문화가 너무 다른 것 같아,너무 다른 문화인 듯,1
집나가도 갈 데가 없어,가출해도 갈 데가 없어,1
이별은 받아들이는 것인가,이별은 받아들인다는 것,1
콜록콜록,감기 걸린 거 같아,1
잠이 안 와,잠이 또 안와,1
이별한지 4개월째.,이별한지 오개월째,0
짝녀랑 카톡했던거 다시 읽어 보는데 거의 다만 물어보네.,짝녀랑 카톡했던거 다시 읽어 보는데 거의 다만 물어보네.,1
이 기회는 내꺼야,이 기회 잡고 싶다.,1
내 왜 좋아할까?,내가 사랑했던 그 사람 맞아?,0
이젠 조금씩 화가나네,이해심이 부족한 나.,0
여자친구가 왜 저랑 헤어졌는지 아직도 모르겠어,여자친구의 거짓말,0
짝녀가 사귀던 사람이랑 헤어졌는데 좋아한다고 고백해도 되나.,짝녀가 사귀던 사람이랑 헤어졌는데 좋아한다고 고백해도 되나.,1
너무 답답한데.,너무 매달렸나봐,0
짝남 전여친 못잊는거 보는게 너무 맘이 아파.,짝남 전여친 못잊는거 보는게 너무 맘이 아파.,1
꼭 아파야 하는 정량이 있는 것 같아,꿈에 나오지마 제발,0
거짓말처럼 돌아왔으면 좋겠다,겨우 힘든 맘 추스렸는데 연락오네,0
첫사랑 그 긴이별,첫여친이라 잘 안잊혀지네,0
보고야 말았네.,보름밖에 안되었는데.,0
연애 감흥이 점점 사라져,점점 연애 감정이 사라져,1
짝녀가 음식을 가리는 편인데 뭘 먹으면 좋을까?,짝녀가 음식을 가리는 편인데 뭘 먹으면 좋을까?,1
사랑.이별.추억.미련,사랑은 사랑으로 치유 한다는 그 말 믿어보려구,0
문 잠겼는데 집에 아무도 없네,중국어 혼자 공부 가능한가?,0
사귀던 사람이 갑자기 연락이 안돼,사귀던 사람이 갑자기 연락이 안돼,1
기프트콘 받음,기프트콘 받았어!,1
헤어지고 환승한 그녀,환승이별 당했습니다,1
첫이별 너무힘드네 ㅠㅠ,최저임금 수준에서 알바비가 안 나왔어,0
또 다시 악몽,또 아침은 오네,0
짝녀랑 드디어 사귄다!,짝녀랑 드디어 사귄다!,1
친구의 전여자친구가 좋은데 사겨도될까?,친구의 전여자친구가 좋은데 사겨도될까?,1
후회가 몰려오네,휴 전남친 흔적찾기,0
궁금하지?,궁금하면 오백원,1
남자친구가 연애하는데 가끔씩 막말을 해.,연애하는데 가끔씩 막말을 해.,1
좋아하는 걸 알게되면 갑자기 싫어져요. 무슨 심리일까요.,좋아하는 남자애 앞에서 표정 관리가 안돼.,0
그를 좋아하면 내가 비참해지는거 아는데도 포기가 안돼.,비참한데 포기가 안돼.,1
상견례 너무 떨려,상견례 너무 떨려,1
여자친구가 준 생일 선물이 별로야,여자친구가 준 생일 선물이 맘에 안든다 ,1
연애하는데 사랑받는 느낌을 안받아.,사랑받는 느낌을 안들어.,1
나 왜 사랑해?,왜 나를 사랑해?,1
재회하고 딱5개월만에 헤어졌네,저 괜찮으면 친구사이 하자는데,0
어제와 오늘 문득문득 생각에 눈물을 흘립니다.,어젯밤에 헤어진 여자친구 집에 찾아 갔다 왔어.,0
좋아하는 애 상메가 무슨 뜻인지 모르겠어.,좋아하는 애 가망 없으면 포기하는게 맞을까요?,0
우리 이것만은 잊지말자,우연히 길거리에 만나면 인사를 해야 하나?,0
이제 정말 마침표 찍어야 하네,이제 한달이 조금 넘었어,0
모르는 사람들이 페친 신청해,생판 모르는 사람이 아는척해,1
카페 대신에 갈만한 곳?,카페 말고 갈만한 곳?,1
그럼에도 난 이러고 있어,그리움.,0
기다리면 연락은 오더라구,기분이 너덜너덜,0
최악의 남자,추억은 힘이 없다.,0
취뽀하고 싶다,취직이나 했으면,1
동생이랑 대판 싸움,동생이랑 싸웠어,1
집착같은데 걔는 뭐라고 생각할까,집착인가,1
패턴 아는데 풀어봐도 될까?,패턴 아는데 핸드폰 문자 봐도 될까?,0
연예인도 힘든게 있겠지?,연예인 되면 피곤하겠지?,1
좋아하는 사람이 있는데 관계에 진전이 없어.,좋아하는 사람이 있는데 진전이 없어.,1
짝사랑 중인 내가 이해가 안돼.,짝사랑 중인 내가 이해가 안돼.,1
에휴 후폭풍인가봐,여섯번째 이별이에요,0
기다리는 것도 지쳐,이제 기다리는 것도 지쳐,1
이별 한달 후.,"이별 후 7개월,,",0
한달만에.제가,한달이라는 시간이 흘렀습니다.,0
우리모두 마음의여유를 가져봐,우울하고 무기력해,0
썸녀랑 밥 먹는데 어디가지?,회식 중이라고 하는데 연락이 안돼.,0
